,Unnamed: 0,Tweets,Dates,Longitude,Latitude,Sentiment
14,14,Three new confirmed #Ebola cases @WHO @MinSanteRDC https://t.co/pQ4yDtndkJ,2020-01-16,5.061634197422495,21.618922308714637,neutral
15,15,"@ombaggio Thank you for the conversation! What is specific to Eastern Congo that warrants a different approach, whi… https://t.co/MTisAtuC38",2020-01-16,-3.2675745141358465,24.587852435406923,negative
16,16,Human Transmission Of New Coronavirus May Be Occuring; Ebola Outbreak Stabilizes https://t.co/Ti4FmO91AV… https://t.co/J1UpXXu67n,2020-01-16,3.083580271140491,22.101864094795953,neutral
17,17,#Ebola en #RDC        https://t.co/XOq82C1HMd,2020-01-16,2.779236603874745,21.904470729792326,neutral
18,18,"This update includes news on the #Ebola vaccine, #infectious disease in China, #dengue in SEA, #tobacco control,… https://t.co/vxDmJCAlvr",2020-01-16,10.362402168823488,25.29958373115943,positive
19,19,"Amahugurwa y’abanyamakuru kuri Ebola: Abanyamakuru bakwiye kuba nyambere mu gutanga amakuru yizewe, kugenzura neza… https://t.co/atS2SZRu2G",2020-01-16,7.442722137545089,22.04159993292807,neutral
20,20,"La Enfermedad X necesita investigación urgente como el Ébola 2019
Las enfermedades virales son una de las https://t.co/S0cEP9nWUK #ebola",2020-01-16,5.1107815484420245,25.7645363977655,negative
21,21,Journalists from different media houses are being  enlightened on how to report public health emergencies… https://t.co/TqTwAl71mi,2020-01-16,1.2488415155812713,20.290183482045656,positive
22,22,Journalists from different media houses are being  enlightened on how to report public health emergencies… https://t.co/jRTGecIuOX,2020-01-16,1.5722521458482632,20.827907030282702,neutral
23,23,"""El #Ebola mata dos veces"".
Artículo de @Hache_Hache 
https://t.co/ueSFTopdb1",2020-01-16,0.05803719755025383,25.809707435470216,positive
24,24,"“Media will internationalize a Public Health crisis and this will help in tackling it... “ -Rajat Madhok 

#Ebola… https://t.co/WEyWl1Odap",2020-01-16,-0.5490267813077903,18.08891647113399,neutral
25,25,"@VincentCrypt46 @Jordan_Sather_ Virus?  #Ebola
Vaccine by J&amp;J approved JUST LAST WEEK 

https://t.co/b7u0452GaA

An… https://t.co/JJ6N75CgEk",2020-01-16,4.43655102348427,20.319686076031342,neutral
26,26,"“In early 80s and 90s American Journalists massively informed the world about HIV,  never underestimate the role of… https://t.co/5eB5urnWxX",2020-01-16,0.15285256304569828,23.235837558702155,neutral
27,27,"@RajatMadhok : the media helps set the agenda, monitors appropriateness of response to the emergency and helps to '… https://t.co/ZH81Scgz6d",2020-01-16,0.42768159390114713,18.282843012771146,neutral
28,28,@unicefrw communication Expert shared his experience on the role of Mass Media in informing the public about the pr… https://t.co/buaXW3Teu9,2020-01-16,-2.055284855834592,25.742262898380563,neutral
29,29,#Ebola-Ausbruch: Tod aus dem Regenwald https://t.co/7iwbl2Fo3n https://t.co/2jb5OZTCiw,2020-01-16,5.796764397669852,22.560879253023078,neutral
30,30,“The Mobile Journalism is and will be key in informing communities about a certain Public Health Emergence like… https://t.co/o4Gw3Tw5gE,2020-01-16,-2.2200732878981384,21.817079647751196,neutral
31,31,"With @RBCRwanda and @arjrwanda, we're training journalists from across Rwanda on #Ebola. 

#TwirindeEbola https://t.co/LsCz7sSdFl",2020-01-16,-1.458880101074796,27.373146510996317,neutral
32,32,Zones de santé les plus affectées par le #virus #Ebola en #RDC et nombre de #vaccinations effectuées https://t.co/2IyVqjaegm,2020-01-16,2.2685486570442777,22.454840727739526,neutral
33,33,Local and international journalists being empowered with knowledge on how to better report public health emergencie… https://t.co/k1MyXlz0n6,2020-01-16,0.33365516568517495,23.0925372524403,neutral
34,34,Cumul des cas d '#Ebola en #RDC au 14 janvier 2020 https://t.co/3pgeVkkJOH,2020-01-16,7.2160340582113935,19.228413359336894,neutral
35,35,Suivi de l '#épidémie d' #Ebola en #RDC au 15 janvier 2020 https://t.co/hVbgL0SE3Q,2020-01-16,3.5521984660408927,16.457722765701085,neutral
36,36,Mr @AldoHavugimana chairman of @arjrwanda officiated a 3 days training of Journalists on Ebola prevention. He insis… https://t.co/CarV6BzXdD,2020-01-16,2.2559430391736366,27.78123764550343,neutral
37,37,@RwandaHealth spokesman Kayumba: Media is a core partner in preventing and preparedness for epidemics. #Ebola #Rwanda @unicefrw @arjrwanda,2020-01-16,2.9596496330019075,26.620481140054466,neutral
38,38,"“You will never report or write on Public Health Threat like #Ebola when you don’t even understand the Virus, Commu… https://t.co/PEBwm4Amdl",2020-01-16,1.4229543492890782,21.47724298222171,neutral
39,39,In his Welcome remark Mr @AldoHavugimana a journalist and the President of @arjrwanda focused on the role of the me… https://t.co/rjDjOAEIEQ,2020-01-16,6.837072537577453,26.179082191494214,neutral
40,40,Happening now at Hilltop Hotel is the training on Public Health Emergencies reporting and writing focusing on… https://t.co/1Zp6q3MECq,2020-01-16,-0.4829747372314752,24.21673383777037,positive
41,41,"Mise à jour #Ebola #RDC (provinces d'Ituri, N Kivu &amp; S Kivu) au 15 jan; données du 14 jan 2020. Trois (3) nouveaux… https://t.co/2efw7HzUpT",2020-01-16,1.8605400917317116,23.81365499170013,neutral
42,42,Learn more about what @Cardno's @P4_Project and partners are doing to improve public health outcomes across the glo… https://t.co/VCVMGSmZp2,2020-01-16,0.7505720035145336,20.509169880624935,neutral
43,43,@HassanRouhani The story about the #Congo #Ebola crisis truly broke my heart. Nothing gets past me. Killing Medical… https://t.co/w57QCITfEd,2020-01-16,1.584197718515967,19.841301959907153,neutral
44,44,"It is amazing how the Red Cross volunteers have been supporting the response to #Ebola in #DRCongo, and how efforts… https://t.co/dc10yZFuwv",2020-01-16,1.289798056030059,26.018664680455316,positive
45,45,"In #DRCongo, misinformation about #Ebola persists even as cases slow. 

Sharing information with at-risk communitie… https://t.co/hFxTtZ1lwv",2020-01-16,2.0668584676733746,21.69316662641684,neutral
46,46,Heridos graves dos voluntarios de @CruzRojaEsp  por un ataque en el entierro de un enfermo de #ébola en RDC https://t.co/DzBe6ZN1Uj,2020-01-16,1.633752168866737,22.91897582556456,neutral
47,47,"Protective clothing limits the interaction doctors in DRC can have with #Ebola patients. Frustrated by this, a Cong… https://t.co/Mr9A4RxDBZ",2020-01-16,-2.0114197760072106,17.148407635405672,neutral
48,48,"BBC Newsday interviews @CIFOR scientist on deforestation, bats and Ebola study: Suspected Ebola carriers often thri… https://t.co/qCS8rzbZf8",2020-01-16,-0.5817407798251761,24.696728171034387,positive
49,49,A short and clear read about why it is important to involve communities and negotiate a compromise between… https://t.co/csy2AQHt2W,2020-01-16,0.2484290982200179,22.768732089530445,neutral
50,50,#Rougeole et #Ebola en #RDC  https://t.co/IUvaLwRmj5,2020-01-16,1.0160196705815527,24.610668660931548,neutral
51,51,"@MSF: DRC #Ebola outbreak crisis update, January 2020 https://t.co/CxQf89yvpT via @msf",2020-01-16,2.1120549699427302,24.117914908452164,neutral
52,52,@NicolasJSimard @karinagould @LongondoEteni Le focus sur le système de santé est primordial car il n’y a pas qu’… https://t.co/zkT6rZP9Wh,2020-01-16,1.6422796412543865,25.04508631135714,neutral
53,53,"@OmariMemes MEGA #BIGFAX

#BattleMemesByOmari #HeyGuysItsOmariPlzBeMyFanCuzImLonely #Oxygen #DragonBallMeme… https://t.co/7zap3kIz4m",2020-01-16,4.129203232778481,25.260831419391437,neutral
54,54,"MEGA #BIGFAX

#BattleMemesByOmari #HeyGuysItsOmariPlzBeMyFanCuzImLonely #Oxygen #DragonBallMeme #DragonBallSuper… https://t.co/mgPvmrAnN4",2020-01-16,7.41405240766876,23.00046085873128,positive
55,55,Nope. Can't hold it in any longer. Just curling up remembering every person I've ever met affected by a disaster in… https://t.co/qXV3ZGJhPI,2020-01-16,4.2433550226827155,19.58807417247501,neutral
56,56,US approves @Merck ’s #Ebola vaccine https://t.co/tWia0RwL0E,2020-01-16,-2.0638180686461824,22.334004327521505,neutral
57,57,"Can you believe #Ebola still lingers in #DRC? Compound crises of disease, violence, refugees &amp; distrust. Even with… https://t.co/BQjeueB4hu",2020-01-16,2.456770306124624,22.613119011859624,positive
58,58,"This was a huge issue in 2018. Here is update on the human crisis #ebola in a war zone. Africa.

https://t.co/Q24jr94Vkd",2020-01-16,2.7135180918528263,17.903276868859056,negative
59,59,#HeikoMaas will für #Ebola-Massen-Infektion in #Deutschland sorgen https://t.co/j8rpBChI8T #anonymousnews via @anoynews,2020-01-16,-1.0241029457448,20.007975929963052,positive
60,60,@UNICEFDRC Bravo et merci pour l’excellent travail.   On ne parle pas assez de tous ces héros dans l’ombre si impor… https://t.co/nrnYqrA1py,2020-01-16,2.538519718674624,25.39590382477795,negative
61,61,.@NewsHour video  PBS Newshour: How war and misinformation are complicating the #DRCongo #DRC's #Ebola battle https://t.co/mi2KVCkJ8q,2020-01-16,2.9034684118072214,25.734147373462164,neutral
62,62,"@dahboo7 🚨🇺🇸🤯😶🤔🤔
WHAT'S UP
#Kentucky??! #Cyber #attacks #SecurityThreats-
ALERTS!! #Law Makers whisked away by #DHS… https://t.co/7v7ttP3sdJ",2020-01-16,-4.443238899215704,21.15901294051,neutral
63,63,Cases traced to Mabalako still fueling DRC Ebola outbreak https://t.co/DP4hpoEgEv  @CEPI #Profectus #Ebola,2020-01-16,-5.237570646904827,21.6477555283116,negative
64,64,fighting the #Ebola virus in a war zone; when attacks are being made on medical teams: special correspondent… https://t.co/TYzEOB0UGS,2020-01-15,2.330316550385711,22.229080746366208,neutral
65,65,"Today Rwandan Journalists start a training workshop on Communicating in Public Health Emergencies. @arjrwanda,… https://t.co/QQHH4Zfxkh",2020-01-15,0.6959149359593182,25.04168029909943,positive
66,66,"Hey!
The nightly news is actually talking about #Ebola in the #Congo",2020-01-15,4.261445378225424,14.286467952299112,neutral
67,67,Las otras formas de matar que tiene el ébola: https://t.co/2rvpi34LQm #Ébola,2020-01-15,3.646791042922083,30.457748646151547,neutral
68,68,"#Butembo: lancement d’une campagne de vaccination anti-#Ebola

#RDC
 https://t.co/L85MIO20VQ via @ElectionNet",2020-01-15,-1.1239774970812129,19.526338897047506,neutral
69,69,@Presidence_RDC Qui va payer  ça apres? #Ebola n'existes pas,2020-01-15,-3.4801842821817024,15.366988495039248,neutral
70,70,"Tonite @NewsHour - Phase one #ChinaTradeDeal signed. What's in it, what's not, what now? @nickschifrin reports,… https://t.co/rInssawWd4",2020-01-15,-0.9840211705863016,23.652159018839143,neutral
71,71,Report Signs immediately #Ebola https://t.co/JmdOtY5lqM,2020-01-15,10.892264142395923,26.20997579129393,neutral
72,72,@CIDRAP: Cases traced to Mabalako still fueling DRC #Ebola outbreak https://t.co/kRaPN31v8k,2020-01-15,1.420183425615666,16.969251573426995,neutral
73,73,Cases traced to Mabalako still fueling #DRCongo #Ebola outbreak https://t.co/icjsKiIPMd https://t.co/E5nOh2n3LW,2020-01-15,-0.6539781951723336,26.42637281488384,neutral
74,74,"The @US_FDA has approved the #Ebola vaccine Ervebo. 

It's given through a single injection 10 days ahead of potent… https://t.co/5g1n1HW90V",2020-01-15,3.0414534576453294,24.059590791620963,neutral
75,75,"[Film] « #Ebola, c'est pareil au massacre à la machette ». #RDC 
https://t.co/8FadfifZiv",2020-01-15,-4.904843184368526,18.55995027919533,neutral
76,76,"Jan 14, 2020 #Ebola @MinSanteRDC 
•Since start of epidemic, cumulative cases 3,403: 3,285 confirmed 118 probable. t… https://t.co/z3bqdqgjwi",2020-01-15,0.5977959411181462,16.567067254060547,positive
77,77,@WHOAFRO 2. The North Kivu-Ituri #Ebola outbreak shows little sign of letting up — though it looked like it might b… https://t.co/rwjXWW3la9,2020-01-15,1.557849081352722,19.94579238758639,neutral
78,78,Encore un jour triste pour la #RDC. Une equipe de la Croix-Rouge @crrdc1 et @ifrc attaquée avec deux volontaires bl… https://t.co/QmgNYbZFRK,2020-01-15,-2.758028819140164,26.6690579276602,neutral
79,79,"DRC reports a health care worker has contracted #Ebola. The person, who was vaccinated (no indication how long ago)… https://t.co/38fNMNEHBE",2020-01-15,1.2094681632736974,23.26229489531705,positive
80,80,"The apparent #assassination of #AmbassadorYovanovitch is barelymaking a blip on most major news networks!
What the… https://t.co/ssLrULmB2P",2020-01-15,3.8114986666178394,23.83320996645667,neutral
81,81,".@newhumanitarian  --In Congo’s #Ebola zone, misinformation persists even as cases slow  #DRC #DRCongo  by… https://t.co/klRv5FXtpL",2020-01-15,-1.5003233725327838,23.763530235330258,neutral
82,82,@CongopresseN @juantedbelkas @kabund_jmkkrock @auguyka70 Ce support est vraiment le bienvenu pour faire face àa cet… https://t.co/Yh9u0kgmrA,2020-01-15,0.603692688722494,22.239954073124125,neutral
83,83,"NIH Video Replay: Demystifying Medicine - #Ebola: Then, Now and the NIH/ Daniel Chertow, MD, MPH, CC, NIH and Nancy… https://t.co/PblELOvGb8",2020-01-15,1.5501098071760553,25.31473045508957,neutral
84,84,"With #Ebola comes stigma because of misinformation&amp;misrepresentation.

Our programs aim to counter the disease, ref… https://t.co/yfiW5RhebX",2020-01-15,0.37513078615071893,25.8316385487006,neutral
85,85,@ombaggio Since when are communities unable to bury their own people with the necessary care to avoid Ebola transmission?  #ebola,2020-01-15,-1.4860987743851697,24.176484615023494,neutral
86,86,Proud to be part of the RAPIDE-TKM trial team #ebola #research https://t.co/k2tqPkBjxY https://t.co/tzB10q8vgN,2020-01-15,-3.9236864816660217,16.144614185903173,positive
87,87,For #WednesdayWisdom - what will it take to end Congo's #Ebola outbreak for good in 2020? Five practical suggestion… https://t.co/rdYLdxC0NO,2020-01-15,1.496840654672486,22.35820154392579,neutral
88,88,"Make time to read this, it captivating! @HelenBranswell dives into how all the right elements came together leading… https://t.co/wgdMUK9v60",2020-01-15,1.031725128840216,21.9866466740617,neutral
89,89,#RDC #Nord-Kivu  NZANZU KASIVITA CARLY appeler aux actions intenses pour éradiquer la maladie à Virus #Ebola qui a… https://t.co/fVb0tdVhrz,2020-01-15,1.7857588458324072,23.557448685449582,neutral
90,90,#RDC #Nord-Kivu Une grande délégation de l'inter agences des @ONU_fr venue de New York a été reçu par le gouverneur… https://t.co/Myrd3MMHNW,2020-01-15,1.9484501444494078,25.812794349482573,neutral
91,91,"#Mambasa Survivor speech once discharged : ""I'm happy, really happy. Just want to thank God who helps me to survive… https://t.co/h6rfZQAvw5",2020-01-15,-0.2178913084348284,27.676353769333403,neutral
92,92,Un #Vaccin contre #Ebola approuvé pour l'usage aux USA        https://t.co/E3laY1onCj,2020-01-15,0.5963505602705037,22.843385295017328,neutral
93,93,"In Congo’s #Ebola zone, misinformation persists even as cases slow: https://t.co/MsE7CsQfJn via @newhumanitarian… https://t.co/5XilpnvuD5",2020-01-15,1.0865283562284056,19.829890696519122,neutral
94,94,#Mambasa Health zone. Great event! #Ebola Survivor discharged from Treatment Unit. Important ceremony full of hope… https://t.co/jZbNBdxb5P,2020-01-15,1.7246522906684223,19.454412117884715,neutral
95,95,"Les habitants de #Ndindi, une cellule de #Beni réclament une meilleure surveillance des personnes contacts d’#Ebola… https://t.co/K5JcIl1dxu",2020-01-15,3.4420959929674835,19.694697528217343,neutral
96,96,"Les habitants de #Ndindi, une cellule de #Beni réclament une meilleure surveillance des personnes contacts d’#Ebola… https://t.co/U8KtYNER0Q",2020-01-15,3.109207383242903,17.83288985681856,neutral
97,97,"Les habitants de #Ndindi, une cellule de #Beni réclament une meilleure surveillance des personnes contacts d’#Ebola… https://t.co/Dq6HbBEppK",2020-01-15,0.9295423755245118,27.295292575440577,neutral
98,98,Great article on problems associated with the #ebola outbreak in #Beni and #NKivu. Explains why local people are so… https://t.co/YQUmqAUFwJ,2020-01-15,-2.332688617429616,20.82820497084408,neutral
99,99,https://t.co/506KgDL2Lx – learn the TRUTH  Great resource 🎯to learn from &amp; disseminate🎤🌎🗣 #ebolawebsite #Ebola… https://t.co/F1AI6hoVVc,2020-01-15,3.785752688415659,16.92473731507664,neutral
100,100,@WarChildCan @worldvisioncan @CBelieveCA @mmm_org @genevacall @Prog2030Can @Fondation_PGL @SaveChildrenCan… https://t.co/yPamGJVI69,2020-01-15,1.8627855665101307,18.007028392120763,positive
101,101,Here are ten big moments that will stick with us—and could continue to shape #TheFutureOf health for us all &gt;&gt;… https://t.co/q8LvoCRz43,2020-01-15,-1.7320340652743231,19.752714586002885,neutral
102,102,@WarChildCan @worldvisioncan @CBelieveCA @mmm_org @genevacall @Can2030Agenda @Fondation_PGL @SaveChildrenCan… https://t.co/7GDkbACDyK,2020-01-15,4.193510610418987,24.95124087002845,neutral
103,103,"I’m walking around this beautiful museum and found #kentbrantly  pic, proud to be part of #emory #Ebola https://t.co/2h9CfnsGYR",2020-01-15,1.97615937649437,25.097767406543895,neutral
104,104,Canada va allouer 56 millions de dollars dans le cadre d’appui dans le domaine de la santé en #RDC. C’est une répon… https://t.co/SbUgWTCZh1,2020-01-15,-6.422274302006961,19.42084686461727,positive
105,105,"Red Cross volunteers attacked during #Ebola burial in #DRCongo👉 https://t.co/7paxzbYB2N

📷: @IFRC https://t.co/pDmviJu1Q6",2020-01-15,2.8343500826706887,19.349182921351204,negative
106,106,@GrumFromNorwich @HighWireTalk So you only listen to scientists with conflicts of interest? Gotcha.  Good to know l… https://t.co/eSNKVNnTH8,2020-01-15,4.214006266979934,20.638854056850043,neutral
107,107,"DRC #Ebola: CMRE update, January 14 https://t.co/VegSUwl0rr",2020-01-15,-1.2301944359212433,21.50854000389601,negative
108,108,Pharmacokinetics of TKM-130803 in #SierraLeone patients with #Ebola virus disease @EBioMedicine. A huge logistical… https://t.co/0Pr33ZUM9f,2020-01-15,0.7885293574105486,25.708775528414254,positive
109,109,Important article on #Ebola #EbolaVirus #EbolaVaccine #EbolaEpidemic #MaternalDeath #FetalDeath and the exclusion o… https://t.co/X6m0E2KUTJ,2020-01-15,-0.9008374059140298,16.383375262882513,neutral
110,110,DR Congo: Red Cross volunteers attacked during #Ebola burial https://t.co/dA1YOQSst4,2020-01-15,-0.011774235980541281,19.250416238906396,negative
111,111,Research in @TropMed_IntHlth: https://t.co/Y5M3keU1oj #Ebola,2020-01-15,2.113422799595168,26.73352102619499,neutral
112,112,Enfermedad por el virus del Ébola • Brote de ébola en Guinea • Brote epidémico • República https://t.co/BV2LnWdDw6 #ebola,2020-01-15,0.5142535551688732,23.864696913214136,neutral
113,113,🎧 Ce matin sur @RFI nous faisions le point sur les deux épidémies qui ravagent actuellement la République Démocrati… https://t.co/klkioPjWsY,2020-01-15,-1.4254599318382526,21.88655604555607,neutral
114,114,A un paso de hallar la #cura del Ébola 🎯 #TodoEnUnSóloLugar https://t.co/fYT7U4A3Er #ebola #enfermedades,2020-01-15,2.56753276534816,23.633351074957773,neutral
115,115,@rodrah1 Très possible. C'est la Croix-Rouge et le service de Protection Civile de la RDC qui enterre désormais tou… https://t.co/Ya0YPGFZzv,2020-01-15,0.46305066329591593,18.31344982676486,positive
116,116,"What we're reading, in @statnews by @HelenBranswell: ‘Against all odds’: The inside story of how scientists across… https://t.co/pQQxhMdIgZ",2020-01-15,3.600458060738399,24.64234386670688,neutral
117,117,"Interesting read, relevant questions 
#DRC #Ebola #HumanitarianAction 
What Will It Take To Finally End Congo's Ebo… https://t.co/XREjaLs3Qg",2020-01-15,2.6528178520910957,24.199292515614424,positive
118,118,Dit zou niet mogen gebeuren. Twee hulpverleners van het Rode Kruis zijn aangevallen tijdens een begrafenis van een… https://t.co/DNq9OrkUnP,2020-01-15,1.2521439412976951,27.116541797440803,positive
119,119,"On a front line, our volunteers are taking these hits while making THE difference in the #Ebola fight. The job of p… https://t.co/ZyHu982mAX",2020-01-15,1.0573150620727716,18.487546909186783,neutral
120,120,Here we are in the middle of #ClimateCrisis #WWIll #Flu #Ebola and #BedBugs then all of a sudden #BillieEilish,2020-01-15,-0.1855144151891095,23.316704660106968,positive
121,121,First FDA-approved treatment for preventing #Ebola virus @AmerNurse2Day | #ECM https://t.co/sr90VGdv2G,2020-01-15,3.1954147170734934,22.319172402461753,positive
122,122,#RDC: Des volontaires de la Croix-Rouge attaqués lors de l'enterrement d'#Ebola dans le territoire de #Mambasa. Deu… https://t.co/DuyT7xUWy5,2020-01-15,-3.4472716057509825,27.57842320500208,neutral
123,123,This is Judie Alimonti; one of the lab technicians who worked quietly for years on the #Ebola #vaccine.  Without he… https://t.co/qIPTVFPqhw,2020-01-15,5.791406624877557,28.619303691006905,negative
124,124,"#Biakato Mine, #Mandima Health zone. A Soldier convinced by @BarakaHumudi and @WHO #RCCE colleagues is now seated a… https://t.co/enCNmz6cQy",2020-01-15,1.700771263698642,14.809773867614847,positive
125,125,#EBOLA #RDCongo « Nous avons besoin que les personnes qui seraient contaminées se sentent en confiance. C’est indis… https://t.co/GSIl0eNVLC,2020-01-15,-3.3947519929945402,20.829063431819574,neutral
126,126,Very excited our review on research exploring post-infection #vaccine use to treat dangerous #pathogens like #Ebola… https://t.co/GAC9s15Blo,2020-01-15,-0.6951758726195194,21.742583748893892,neutral
127,127,I dag ble to frivillige #ebola-arbeidere fra Røde Kors skadet i et angrep under en begravelse i #DRCongo. De får nå… https://t.co/vpDcrvRzuN,2020-01-15,3.434216762881361,19.436076798145137,neutral
128,128,Dr. Amit Uppal of NYC Health + Hospitals @BellevueHosp #inManhattan is known as a driving force for safety. He shel… https://t.co/eM5xr1twpl,2020-01-15,4.63200840798187,22.054092897371053,neutral
129,129,Specialist technique used to study drugs completed for first time during #Ebola outbreak https://t.co/WDw8XUS6Y7,2020-01-15,3.9104504812108027,22.010902541644302,positive
130,130,"#EBOLA #Suisse Si des progrés ont été réalisés sur la #vaccination, les traitements et la prévention de la maladie,… https://t.co/WFvXCqcNbp",2020-01-15,0.9555858730845384,26.448282869740062,neutral
131,131,"New UofG research by Dr Janet Scott in @EBioMedicine
reveals a specialist technique used to study drugs has been co… https://t.co/F0EfisT6Sk",2020-01-15,1.5973369873223358,20.586099505625448,neutral
132,132,"Glad to share our paper:
Pharmacokinetics of TKM-130803 in #SierraLeone patients with #Ebola virus disease… https://t.co/at5psDS2Rr",2020-01-15,-3.0883154622383486,18.970406290357015,neutral
133,133,I often feel very lucky to know @ryanlenorabrown &amp; particularly so when she writes stories as compellingly &amp; sensit… https://t.co/8ziUaY7VXr,2020-01-15,-1.95759458490552,24.430565225961264,positive
134,134,"Im Osten der Dem. Rep. #Kongo toben bewaffnete Konflikte, die Menschen leiden unter #Ebola und Hunger. Die Welthung… https://t.co/rMsBNS4NaP",2020-01-15,1.4886020508496716,22.663758247525926,neutral
135,135,#FredNatLab’s Clinical Monitoring Research Program Directorate provides high-quality research support services to a… https://t.co/Wg4l8eI2qO,2020-01-15,3.30455373224458,20.22920863300923,neutral
136,136,"Stepping up to the challenge: studying drug dosage during an #Ebola outbreak - joint study of @UofGlasgow,… https://t.co/lnO3sCm3aN",2020-01-15,3.073374246878709,21.633153788341144,neutral
137,137,"🩺2.89 metric tons of medical and non-medical supplies and equipment delivered to hubs in Beni and Butembo daily 

P… https://t.co/CyGXXFL8P4",2020-01-15,4.403288169449689,27.86333509915108,positive
138,138,Röda Korsets lokala volontärer har genomfört enastående 20 000 säkra begravningar sedan #Ebola bröt ut i Kongo förra sommaren.,2020-01-15,4.65695521758373,21.024188971764872,neutral
139,139,Två Röda Kors-volontärer attackerades och skadades i samband med en säker begravning av en person som dött av… https://t.co/8sgqfJfWJ4,2020-01-15,1.4664425361572808,20.70301416277767,positive
140,140,"The science stories that shaped 2019: first image of a #blackhole, progress in fight against #Ebola, and promise an… https://t.co/86uuejQOwl",2020-01-15,0.49708508937367557,22.367444132778314,neutral
141,141,"#DYK that #Ebola in Sierra Leone was initially seen as “a god-sent disease?

""Deaths, especially the ones connected… https://t.co/BCZ5JUPFWs",2020-01-15,-1.0397903047236772,24.066402821493504,neutral
142,142,#Ebola #EbolaDRC #EBOV in the DRC: 503 suspected/3403 total confirmed &amp; probable cases (118 probable/3285 confirmed… https://t.co/btU9Dw7GoG,2020-01-15,5.035148669184521,21.733460952077067,neutral
143,143,#Ebola response and community engagement: how to build a bridge? Correspondence in @TheLancet: https://t.co/S5DRQub3dS,2020-01-15,-1.2267690847397705,16.659287648541987,neutral
144,144,"Julienne Anokon tehtävä on mennä kaukaisiin maaseudun paikkoihin, istua ja kuunnella kun ihmiset huutavat. Lue lisä… https://t.co/1u8Jejjydg",2020-01-15,9.295642851178904,22.7520617898317,neutral
145,145,Suivi de l '#épidémie d' #Ebola en #RDC au 14 janvier 2020 https://t.co/YXSt8WD5jG,2020-01-15,0.851993969426516,24.420286260955745,neutral
146,146,Zones de santé les plus affectées par l'#épidémie d '#Ebola en #RDC et nombre de #vaccinations  effectuées. https://t.co/6nAkC7lMSH,2020-01-15,2.4800368655037826,25.707988037419707,neutral
147,147,Great example of looking for innovative ways to engage communities - different solutions for different contexts… https://t.co/TZzRQfpATN,2020-01-15,-0.2546524333831226,26.912864588677728,neutral
148,148,"#Ebola10_RDC Situation épidémiologique du 14 Janvier 2020 avec les données collectées jusqu'au 13.01.2020 👇🏾

➡… https://t.co/Zi1gCZpbHV",2020-01-15,-5.402279769492716,24.236779682663727,positive
149,149,Cumul des cas d '#Ebola en #RDC au 13 janvier 2020 https://t.co/IL1PGM38UV,2020-01-15,-0.3590268726848922,24.160102351215908,neutral
