,Unnamed: 0,title,pubdate,Latitude,Longitude
46,46,Good to hear Joe Hockey confirm #Ebola is on the agenda at #G20 - plus this from David Cameron earlier http://t.co/LJCUwU3Air,2014-08-27 6:18,-2.062822799,23.01182427
47,47,Fran just told me she loved me and she doesn\'t want anything 😟 #EBOLA???,2014-09-21 12:03,-5.289124036,24.43583573
48,48,"RT @kasujja: Africa, the land of simba, Cleopatra...oh and #Ebola! According to @TMZ.  Really? Humour? Ignorance? Indifference? http://t.co…",2014-08-05 17:31,-6.918179384,21.75865412
49,49,Deploying Technology in the Fight Against #Ebola http://t.co/DYuOrgI7hk by @drjohnbates,2014-09-19 20:40,-1.854210148,26.1768182
50,50,Clinical Care of Two Patients with #Ebola Virus Disease in the United States http://t.co/300NOKkpiy,2014-08-14 12:41,-5.768223388,19.80114035
51,51,RT @NewsonEbola: #Ebola #EbolaOutbreak Thomas Eric Duncan\'s Family Reaches \'Resolution\' With Dallas Hospital In Ebola Case http://t.co/DIcW…,2014-09-29 21:21,-2.561433788,22.18742791
52,52,RT @RainaMacIntyre: #Ebola and why it matters - 10 min summary &amp; what you can do @UNSW Alliance against Ebola. http://t.co/SfbP7taVSH  @Joe…,2014-09-13 13:33,-4.39585076,19.2254689
53,53,"RT @dulaney_l: As If #Ebola Weren\'t Bad Enough, Here\'s Another Deadly #Disease Invading America Across The #Border http://t.co/SDvDIy4rzv v…",2014-09-29 5:14,1.695729555,20.76902761
54,54,#Ebola season 3 ep13 http://t.co/zwrYpoElgq,2014-09-20 1:21,-4.851184761,23.02804585
55,55,"RT seanparnell: British PM makes #ebola a #G20 priority. Aust PM last week said \""I don\'t think at this stage we want to over-estimate the...",2014-08-25 8:44,-2.923755609,19.9778382
56,56,"RT @WBUR: As health workers fight to control the #Ebola outbreak, are there lessons from the Boston 1721 smallpox epidemic? http://t.co/hyM…",2014-08-07 2:15,-2.093168591,19.15832419
57,57,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,2014-08-20 7:18,-4.039239329,21.80683747
58,58,"http://t.co/C92r11cNG8 Rhode Island, US: 15 Being Monitored for #Ebola #Ebola Alerts",2014-09-12 3:07,-3.140107316,21.18903167
59,59,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,2014-09-03 9:12,-5.23470776,23.75082544
60,60,"#Ebola outbreak: deaths exceed 5000, WHO says - CBC.ca http://t.co/x1xemg2kar",2014-08-21 11:00,-3.269676687,23.39662929
61,61,Family of #ThomasDuncan settles with Dallas hospital #Ebola http://t.co/sU8sUVFwHo http://t.co/SZaOHQxxDH,2014-08-28 6:56,-1.929082804,22.85231792
62,62,"“@UCSF: Clinician @DanKelly_MD returning from Sierra Leone \""more hopeful than ever\"" that #Ebola will be eradicated http://t.co/0rxdHyOz7H”",2014-09-23 9:30,-3.159534209,22.29057854
63,63,RT @NewsonEbola: #Ebola #EbolaOutbreak Thomas Eric Duncan\'s Family Reaches \'Resolution\' With Dallas Hospital In Ebola Case http://t.co/DIcW…,2014-09-19 7:41,-2.947732481,18.2844523
64,64,RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,2014-09-03 2:31,-2.429140431,19.96316515
65,65,"British PM makes #ebola a #G20 priority. Aust PM last week said \""I don\'t think at this stage we want to over-estimate the impact of ebola..\"",""British PM makes #ebola a #G20 priority. Aust PM last week said \""I don\'t think at this stage we want to over-estimate the impact of ebola..\"",""Twitter for iPad",2014-08-08 17:05,-1.167773215,23.08348214
66,66,"RT @UNMEER: .@UNBanbury tells @UN_Radio: international community must \""get ahead\"" of #Ebola outbreak - http://t.co/dm7RqErtPf http://t.co/F…",2014-09-11 5:10,-7.688818924,20.58386804
67,67,RT @YourAnonGlobal: #US nurses strike over insufficient #Ebola protections http://t.co/mYv6Aget3r http://t.co/GMGV5KtPVg,2014-09-16 1:27,-2.701689589,24.41540743
68,68,"RT @SavetheChildren: #Ebola Crisis at a \""Tipping Point:\"" 2.5 Million Children under 5 Live in Affected Areas http://t.co/6Rgwvi5OJw",2014-09-23 14:29,-0.762417725,23.81194507
69,69,"RT @FollowEbola: Children Are More Likely To Survive #Ebola, And Now Scientists May Know Why. http://t.co/g2kgNbjg4N",2014-08-18 4:31,-5.877759765,19.88962104
70,70,Via @nprnews: #Ebola In 3-D: A Video #Game To Guide Health Care Workers Through A Ward http://t.co/pmxaIKHH8a #sims,2014-08-10 14:30,-2.267249619,22.26327728
71,71,Whoop whoop haha #ebola http://t.co/C6LU9CoJLe,2014-08-08 18:37,-4.39099379,19.73258179
72,72,How can you help turn the world around &amp; stop our economic collapse? http://t.co/NXOwlbLDeI #GoldOutofHiding#EBOLA #EBOLAANSWERS #ebolaar,2014-09-02 4:31,-1.998898269,24.92569314
73,73,RT @amaausmed: .@amapresident has urged Govt to consider deploying AUSMAT teams to join fight against #Ebola in west Africa https://t.co/bU…,2014-08-21 19:23,-6.186683566,22.5103495
74,74,"RT @GerardBest: #Ebola death toll tops 5,000--WHO http://t.co/TepwFpmnX2 http://t.co/fqdQfNOUyu",2014-08-03 0:09,-3.70816804,18.06608885
75,75,RT @kakape: And in other #Ebolanoia news: Morocco is expelled from soccer tournament for refusing to host it due to #Ebola fears http://t.c…,2014-08-07 18:50,-6.164322493,22.76023561
76,76,RT @Campaign4Action: .@CDCgov issues new #ebola guidelines for emergency departments http://t.co/POIH4G3IDs,2014-09-12 0:52,-2.419773821,21.13633852
77,77,#Ebola World View: Who Has It and Where #TexasHealthPresbyterian #WhereDuncan http://t.co/Lyx42f3DcI http://t.co/NVgHGynguW,2014-08-16 23:16,-1.361573203,18.67564227
78,78,RT @PHammondMP: Good to meet @presidentkoroma Impressed at his commitment to keep fighting #Ebola http://t.co/XImMIu9Nt4,2014-08-05 0:38,-4.45015712,20.43578515
79,79,RT @lajouetreine: #US nurses strike over insufficient #Ebola protections http://t.co/vEwkK2U8p6 http://t.co/UPygTXwkbp,2014-08-25 15:29,-4.516928619,25.11097696
80,80,Remember #Ebola? It\'s Still A Huge Problem - Health Care Edge. http://t.co/yeb4borm5a,2014-08-29 1:41,-2.293503667,15.51936454
81,81,Rage Against the #Ebola Crematorium. http://t.co/RhvUJIIzZ8,2014-08-11 8:31,-5.717869339,23.08795108
82,82,RT @GeneticLiteracy: Who decides who gets treatments in #Ebola #drug trials? via @Nature http://t.co/O73byneXM2,2014-08-17 3:29,-6.446614055,17.43167631
83,83,"RT @FluTrackers: #Mali - Reported #ebola case who died was a nurse, 1 other possible health care worker being tested http://t.co/zsU7asO7cm…",2014-08-27 8:49,-3.129100821,25.08048218
84,84,RT @SenateApprops Read witness testimony including @SHEA_Epi &amp; other info from today\'s #Ebola hearing: http://t.co/17QKCKnd1U,2014-09-25 1:56,-2.930829058,18.89003743
85,85,Yo Everybody Is Getting Sick Dawg 😳 Thats That #Ebola Creeping up 😕 jk.. I hope 😭 https://t.co/NkEDB0yrIz,2014-09-01 19:42,-4.868522122,20.98737379
86,86,#KatieHopkins : if #Ebola had a face.,2014-08-01 10:58,-6.67110007,26.06662151
87,87,RT @UNICEF: 2014 could be the year progress to end #measles and #malaria slides back. And it’s because of #Ebola http://t.co/6SgN1ZxQAK via…,2014-08-06 20:36,-6.26161775,22.03758502
88,88,Remember #Ebola? It\'s Still A Huge Problem - Health Care Edge. http://t.co/xXHHIeaR6j,2014-09-25 21:06,-5.677982206,18.964235
89,89,Rage Against the #Ebola Crematorium. http://t.co/nai944hpUA,2014-08-08 2:27,-4.218145983,19.01854956
90,90,#US nurses strike over insufficient #Ebola protections http://t.co/BGsg1jWb2M http://t.co/b16AZiIHrt,2014-09-26 2:32,-4.129736431,20.57137427
91,91,First @facebook and now @google are asking me for money for #Ebola. What about more relevant diseases?,2014-09-04 12:23,-7.250803174,22.49268139
92,92,"RT @picardonhealth: First Outbreak Quashed, #Ebola Reappears in #Mali  http://t.co/PfzAmGS78Z via @nytimes",2014-09-29 4:11,-4.714474848,20.16588595
93,93,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,2014-09-28 7:25,-5.436152325,20.9512847
94,94,RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,2014-08-30 5:22,0.714716456,20.94028352
95,95,#Thomas #Eric Duncans Family Receives Settlementl Over #Ebola #Death - Nov 12 @ 10:06 PM ET http://t.co/WDS21FiQcv,2014-08-02 12:02,-3.723030935,19.66642028
96,96,"RT @EndTimeHeadline: No district has gone untouched in #SierraLeone, where #Ebola has now been detected in every single area of the... http…",2014-08-23 11:54,-4.033078562,22.07793642
97,97,RT @MSF_USA: The #MSF team at #Khost maternity hospital in #Afghanistan supports colleagues fighting #Ebola in West Africa: http://t.co/Fxu…,2014-09-14 3:50,-2.533132826,20.81113355
98,98,Experimental device Hemopurifier from @Aethlon_Medical was used to help treat an #Ebola patient who survived http://t.co/CmjQ8ZzL9l,2014-08-03 19:08,-4.231257501,22.84212485
99,99,Good perspective on how to think about treatment:Out of Africa — Caring for Patients with #Ebola http://t.co/ClDzhnEM7q,2014-09-27 22:25,-5.924927995,23.24870723
100,100,"RT @NHPRExchange: Tmrw: NH #Ebola protocol w/ @JoseTMontero. Also, @emerrens, @BrighamWomens Dr. Baden, @pattywight. http://t.co/ozhWXc74XA…",2014-09-06 3:14,-5.76495176,20.31887971
101,101,Programming &amp; Web Solutions http://t.co/RRAH0RqsaD #ebola http://t.co/hNun1EAbub,2014-08-15 13:05,-5.18103522,20.21201469
102,102,Nice report on Partners in Health doctor fighting #Ebola in Sierra Leone on .@NBCNightlyNews. Great org. that could use your #support .@PIH,2014-09-23 16:42,-5.327516284,20.3739423
103,103,"RT @usatodayhealth: Hospital will pay Duncan\'s medical bills, set up charity http://t.co/4lfQ2Z3Wv2 via @USATODAY #ebola",2014-08-31 6:40,-4.763188689,20.01392074
104,104,WHO reports 3 more #Ebola cases in #Mali http://t.co/a0rDhlW2Vo,2014-08-20 3:41,-4.60087327,21.42300874
105,105,RT @amaausmed: .@amapresident has urged Govt to consider deploying AUSMAT teams to join fight against #Ebola in west Africa https://t.co/bU…,2014-08-22 9:00,-3.35385035,20.60251683
106,106,RT @WhySharksMatter: Hey everyone who was reading #OutbreakChat tweets? You now have #ebola . SURPRISE!,2014-09-05 9:06,-3.876624852,18.6193199
107,107,"RT @DavidQuammen: @sethmnookin @stevesilberman Thanks, Seth, Steve. Glad to report Ivory Coast calm, sane, so far #Ebola-free. But a story …",2014-08-13 11:27,-3.716346725,20.13692643
108,108,"RT @ConservativeGi3: \""@SunNewsNetwork: Injectionless #Ebola vaccine successful in monkeys http://t.co/ZhvG5PhRSL\"",""RT @ConservativeGi3: \""@SunNewsNetwork: Injectionless #Ebola vaccine successful in monkeys http://t.co/ZhvG5PhRSL\"",""Twitter for Android",2014-09-24 20:42,-5.199126159,20.13867036
109,109,#Ebola #EbolaOutbreak Thomas Eric Duncan\'s Family Reaches \'Resolution\' With Dallas Hospital In Ebola Case http://t.co/DIcWjWOUBf,2014-08-04 10:43,-3.487824977,22.99953857
110,110,RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,2014-09-01 15:50,-4.065198164,18.27538231
111,111,"UK is building six #ebola facilities in Sierra Leone. First run by Save the Children, second by Aspen Medical with up to $20m Aust funding.",2014-09-05 3:37,-3.739388079,23.34215283
112,112,"Texas: Ebola Victim’s Family to Be Paid by Hospital, via @nytimes .it can\'t being back #ThomasEricDuncan back. #Ebola http://t.co/YBBQAUu5Et",2014-09-23 13:14,-4.956931423,21.77194441
113,113,RT @EmergencyMgtMag: 5 lessons in crisis communications from the #Ebola response: http://t.co/FgmYLo0BTt,2014-09-23 21:58,-3.242790369,25.7121064
114,114,RT @WhySharksMatter: Hey everyone who was reading #OutbreakChat tweets? You now have #ebola . SURPRISE!,2014-08-09 6:34,-5.868881602,21.98969033
115,115,RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,2014-09-19 6:05,-8.886241779,23.94442479
116,116,RT @CIDRAP: Senate committee probes proposed US #Ebola funding http://t.co/0kKkX2Nrri,2014-08-06 9:21,-1.439382444,19.55319837
117,117,TX #Ebola Victim’s Family Cashes In After Hospital Settlement. You LIE! Portray urself a Victim Get Paid BHOs America http://t.co/EnuHYVFD7E,2014-08-06 8:50,-5.149617002,26.4910271
118,118,RT @MarkMobius: #Ebola hasn’t affected our decision-making process when it comes to investing in Africa or elsewhere. http://t.co/RndtBuBETH,2014-08-01 18:37,-5.66018641,22.80425081
119,119,RT @YaThinkN: Thank you @antloewenstein about bloody time #Ebola profiteering at expense of qualified NGO was pointed out :( http://t.co/gp…,2014-09-15 14:13,-7.25963935,19.98566163
120,120,RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,2014-09-20 2:48,-5.588414611,19.43278294
121,121,RT @JermaineWatkins: This: See... I knew #Ebola was a bigger worldwide threat than they admitted at jump. http://t.co/rtKgzXzwjk,2014-08-16 1:28,-8.444978806,20.42423534
122,122,RT @HazMedSolutions: There were fewer new cases of #Ebola in the week ended Nov. 4 than in any week the prior 3 months. #nytimes graphic ht…,2014-09-05 3:37,-5.384131335,20.06058773
123,123,How Ebola healthcare workers get dressed http://t.co/RuZrVz1gih #ebola #health #tech #workplace #economy,2014-09-25 12:45,-2.745861834,24.04159842
124,124,#US nurses strike over insufficient #Ebola protections http://t.co/vEwkK2U8p6 http://t.co/UPygTXwkbp,2014-09-17 10:56,-3.475300734,21.90880131
125,125,MSNBC On Moderator In NH Getting Facts Wron  http://t.co/A1If3hUpQm   #ebola #ebola-outbreak #health #breaking,2014-09-22 10:30,-0.949139965,20.80342112
126,126,RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,2014-09-01 15:31,-5.510774002,23.44623139
127,127,"RT @WhySharksMatter: Interesting, some of the symptoms of #Ebola (bleeding from eyes, passing out, vomit) are also symptoms of watching thi…",2014-09-17 19:03,-5.155200984,18.16920958
128,128,CDC Disease Detective Describes Chasing Ambulances as Part of #Ebola Response. #virus http://t.co/mUyjgavCzc,2014-09-12 4:07,-2.241744636,22.72397681
129,129,"Oil Lamps, Mid Terms, and Tasers! New Episode 49! #Election2014 #NFL #NBCBlacklist #Worldseries#RollTide #ebola  http://t.co/IfJdxcL427",2014-08-03 20:02,-2.021249263,18.05965472
130,130,"YES, YES, YES! \""@PIH: #DrPaulFarmer\'s key principles on the #Ebola response: http://t.co/MJiiJ8k3TD http://t.co/1YtOGHcLGw\"" @Apollos77",2014-08-24 9:49,-4.556411763,24.3305467
131,131,Hey everyone who was reading #OutbreakChat tweets? You now have #ebola . SURPRISE!,2014-08-07 0:02,-2.824861405,22.40087467
132,132,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,2014-08-18 9:55,-2.447724971,24.12604613
133,133,RT @WHO: #Mali’s Ministry of Health has confirmed the country’s second #Ebola fatal case in a nurse who worked in Bamako http://t.co/oTsqKS…,2014-08-12 16:55,-3.050918037,23.55939838
134,134,RT @MarkMobius: #Ebola hasn’t affected our decision-making process when it comes to investing in Africa or elsewhere. http://t.co/RndtBuBETH,2014-08-24 15:35,-4.985509163,20.01869878
135,135,"RT @Laurie_Garrett: Today @UNDP took over payroll at #Liberia MinHlth. Some got paid for 1st time in 3 mos, but I know 2 #Ebola staff got 1…",2014-09-24 10:08,-3.674362273,22.50473493
136,136,"A company is out of #Ebola-virus stuffed animals after selling \""thousands and thousands\"" of them: http://t.co/bxTXZOWfIh",2014-09-10 20:01,-4.927774412,24.46817607
137,137,CBS\' Logan quarantined after Ebola report   http://t.co/rfjFafENJi  #ebola #laralogan #southafrica,2014-08-12 8:32,-5.342872469,22.06191959
138,138,Human testing has sparked an ethical debate over how to study unproven medicines amid the #Ebola outbreak. http://t.co/cnHT5R6zxs,2014-08-29 13:56,-4.731128978,20.65206537
139,139,"\""@UNICEF: One solution. Meet Aminata, who works at a centre producing chlorine in #Guinea http://t.co/woB3VL2zbq #Ebola\"" @Apollos77",2014-08-14 5:10,-1.226235187,20.48635849
140,140,#US doctor released after being cleared of #Ebola   #TNN http://t.co/HBJoF7vMb4,2014-08-12 20:41,-3.941413004,19.20027424
141,141,.@amapresident has urged Govt to consider deploying AUSMAT teams to join fight against #Ebola in west Africa https://t.co/bUeKP6cEcd #auspol,2014-08-15 8:59,-1.999315812,22.69303749
142,142,RT @GOPTeens: #Teens: Elect a #Republican Senate -- less #American cases of #Ebola.#Coincidence?,2014-08-09 13:47,-2.553869134,19.59910013
143,143,They ask you to wear mask at the hospital if you have been out of the country in the past 21 days or if you have a bad cough. #ebola,2014-09-14 5:27,-2.085787567,16.71521133
144,144,RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,2014-08-16 10:00,-1.338289163,19.25839219
145,145,RT @LukeRussert: #USA media needs 2 b more concerned w 22 vets committing suicide a day &amp; vet unemployment rate than #Ebola or #MH370 http:…,2014-09-06 15:30,0.299074443,18.7498299
146,146,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,2014-08-17 16:57,-2.581640822,20.1497371
147,147,RT @GOPTeens: #Teens: Elect a #Republican Senate -- less #American cases of #Ebola.#Coincidence?,2014-09-11 22:40,-4.252157337,19.14752717
148,148,RT @UNinBrussels: #Ebola: @WHO says experimental vaccine trials in West Africa could begin by January http://t.co/ji5kzOaxr9  #EbolaResponse,2014-09-19 0:50,-3.256167962,23.25777508
149,149,RT @blacklooks: A history of medical killers in #Africa #Ebola #HIV #poison #sterilisation http://t.co/5YMrdH0j86 cc @ducorwriter V/ @afriq…,2014-09-07 10:18,-3.45314847,22.93740526
150,150,Clinical Care of Two Patients with #Ebola Virus Disease in the United States http://t.co/IBMRuL8C8z,2014-08-31 2:34,-7.436942569,22.01916846
151,151,RT @RT_com: #US nurses strike over insufficient #Ebola protections http://t.co/iCYbZDlQkv http://t.co/CYku6t0gVU,2014-08-08 14:53,-1.470059114,14.27296496
152,152,"RT @SavetheChildren: #Ebola Crisis at a \""Tipping Point:\"" 2.5 Million Children under 5 Live in Affected Areas http://t.co/6Rgwvi5OJw",2014-08-19 5:56,-3.058254553,20.31449372
153,153,"As #Ebola takes lives in #Liberia, it leaves hunger in its wake: Sogbondo Raylo carries a… http://t.co/n6TOJ4ebhQ",2014-09-17 6:58,-2.809193443,21.38713988
154,154,RT @PHammondMP: Good to meet @presidentkoroma Impressed at his commitment to keep fighting #Ebola http://t.co/XImMIu9Nt4,2014-09-08 8:14,-3.992375931,22.64956481
155,155,"RT @SavetheChildren: #Ebola Crisis at a \""Tipping Point:\"" 2.5 Million Children under 5 Live in Affected Areas http://t.co/6Rgwvi5OJw",2014-09-25 13:39,-7.191537064,21.51870944
156,156,"US nurses to protest, strike over #Ebola measures | http://t.co/2mlWbxNTWg",2014-09-23 12:23,-5.775874329,22.64854157
157,157,"RT @jsgaetano: #ImpeachPerry, he won\'t #SealTheBorders. Plus he let #Ebola into the US! @jhoffman2022",2014-09-15 13:28,-5.399422593,23.94667691
158,158,Caught the feelings. #ebola,2014-08-19 12:26,-1.153915423,24.21540931
